Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[142 142], [141 135], [137 126], [120 105], [106  86], [95 78], [85 57]]",142,142,85,57,7,104.4002,1.0,0.6247,0.6081,,,,45.2465,
"[[150  80], [151  98], [162  94], [177  81], [169  67], [158  56], [152  46], [146  40], [141  37], [127  26]]",150,80,127,26,10,125.0454,0.9459,0.6454,0.6343,,,,44.6204,
"[[106 129], [ 98 124], [ 77 111], [67 95], [64 89], [57 77], [50 72], [45 69]]",106,129,45,69,8,88.034,0.3793,0.2271,0.1102,,,,36.2534,
"[[108  27], [90  6]]",108,27,90,6,2,27.6586,0.0,0.0895,0.1865,,,,30.3978,
"[[ 46 150], [ 50 144], [ 54 135], [ 59 107], [64 89], [61 81]]",46,150,61,81,6,72.7284,0.0,0.0879,0.0053,,,,30.72,
"[[118 133], [110 129], [ 95 125], [ 80 120], [ 68 112], [ 65 110], [ 59 107], [ 56 105]]",118,133,56,105,8,68.6213,0.0,0.1244,0.0437,,,,30.6906,
"[[74 12], [82 16], [62 40], [79 63], [95 78], [106  86], [120 105], [137 126], [141 135], [142 142]]",74,12,142,142,10,171.8584,0.8919,0.813,0.7523,,,,44.183,
"[[ 77 111], [ 73 111], [74 91], [81 74], [86 59]]",77,111,86,59,5,58.2211,0.4706,0.2693,0.1897,,,,37.3459,
"[[74 91], [74 87], [64 62], [62 40], [83 15], [92 11], [93 10]]",74,91,93,10,7,96.9293,0.6,0.6498,0.6002,,,,39.473,
"[[180  67], [174  80], [163 102], [152 124], [144 131], [137 126]]",180,67,137,126,6,82.7438,0.7143,0.525,0.5315,,,,41.0061,
"[[81 74], [79 63], [62 40], [82 16], [94 20], [124  25]]",81,74,124,25,6,114.085,0.8571,0.6998,0.6526,,,,43.2722,
"[[150 123], [142 142], [132 166], [117 183]]",150,123,117,183,4,69.2871,0.4615,0.344,0.3438,,,,37.2949,
"[[85 55], [79 63], [62 40], [82 16], [94 20], [99 23]]",85,55,99,23,6,88.3218,0.8571,0.7308,0.6037,,,,43.088,
"[[ 35 156], [ 37 151], [ 40 146], [ 48 136], [ 53 123], [ 59 107], [67 95], [74 88], [88 70], [104  52]]",35,156,104,52,10,126.2472,0.0,0.1836,0.065,,,,31.1027,
"[[83 83], [76 83], [56 78]]",83,83,56,78,3,27.6155,0.0,0.029,0.0471,,,,30.3975,
"[[187  71], [177  81], [145  93], [130  89], [106  86], [83 83], [76 83], [61 81]]",187,71,61,81,8,133.3567,0.4828,0.5085,0.3897,,,,38.0575,
"[[ 63 134], [ 65 136], [ 87 153], [ 92 164], [116 164], [141 161]]",63,134,141,161,6,91.8937,0.0,0.1356,0.1069,,,,30.857,
"[[103  19], [93  7]]",103,19,93,7,2,15.6205,0.0,0.0184,0.1154,,,,30.3117,
"[[117 151], [133 177], [139 165], [142 142], [141 135], [137 126], [120 105], [106  86], [95 78], [85 57]]",117,151,85,57,10,171.5401,1.0,0.6468,0.6357,,,,45.7265,
"[[150  80], [151  98], [163 102], [150 123]]",150,80,150,123,4,55.375,0.8462,0.4547,0.4215,,,,42.6966,
"[[139 165], [132 166], [105 176]]",139,165,105,176,3,35.8634,0.0,0.0083,0.0771,,,,30.4564,
"[[85 57], [95 78], [106  86], [120 105], [106 129]]",85,57,106,129,5,88.2466,0.7059,0.4219,0.2985,,,,40.9253,
"[[85 11], [88 17], [83 15], [62 40], [55 52], [51 68], [44 80], [ 36 100], [ 29 114]]",85,11,29,114,9,126.2135,0.7879,0.9367,0.8135,,,,42.3694,
"[[ 30 131], [ 54 135], [ 81 136], [106 129]]",30,131,106,129,4,77.3111,0.0,0.0292,0.0523,,,,30.7528,
"[[ 87 153], [ 99 133], [101 132], [106 129], [116 121], [137 126], [141 135]]",87,153,141,135,7,75.633,0.64,0.3221,0.3054,,,,39.8928,
"[[93 10], [92 11], [83 15], [62 40], [79 63], [102  61], [118  59]]",93,10,118,59,7,111.7247,0.8,0.8654,0.7804,,,,42.4388,
"[[85 57], [95 78], [106  86], [120 105], [106 129]]",85,57,106,129,5,88.2466,0.7059,0.4219,0.2985,,,,40.9253,
"[[120 105], [107 118], [ 94 115], [ 77 111], [64 96]]",120,105,64,96,5,69.0401,0.4706,0.2353,0.2435,,,,37.4232,
"[[ 53 123], [ 68 123], [ 76 127]]",53,123,76,127,3,23.9443,0.0,0.0321,0.0659,,,,30.3712,
"[[121  81], [125 101], [122 107], [136 125], [140 125]]",121,81,140,125,5,53.9078,0.3529,0.4276,0.2319,,,,35.6319,
"[[48 75], [63 91], [ 71 102], [ 96 116], [ 98 118], [104 121]]",48,75,104,121,6,73.7229,0.7619,0.1302,0.0486,,,,41.6223,
"[[76  5], [75 17], [64 36], [49 67], [36 88]]",76,5,36,88,5,93.1326,0.7647,0.8243,0.2861,,,,41.8011,
"[[116  20], [98 14], [74 22], [64 36], [69 71]]",116,20,69,71,5,96.8319,0.8235,0.6782,0.6449,,,,42.6684,
"[[52 73], [69 71], [92 70], [110  76], [113  77], [121  81], [152  88], [173  85], [178  67], [163  71]]",52,73,163,71,10,158.4186,0.3514,0.6309,0.1504,,,,36.3577,
"[[169  72], [178  67], [173  85], [146  95], [141  98], [139  99], [125 110], [105 121], [ 91 125], [ 68 129], [ 56 131], [ 35 135]]",169,72,35,135,12,177.915,0.8222,0.7146,0.7086,,,,43.2296,
"[[169  72], [178  67], [173  85], [152  88], [121  81], [113  77], [110  76], [92 70], [69 71], [46 84]]",169,72,46,84,10,162.4925,0.7838,0.5548,0.1333,,,,42.5702,
"[[ 61 156], [ 50 131], [ 44 111], [40 92]]",61,156,40,92,4,67.6101,0.1538,0.3356,0.1927,,,,32.8828,
"[[122 103], [121 104], [110 114], [105 121], [ 98 118], [ 96 116], [ 71 105], [58 96]]",122,103,58,96,8,78.4512,0.4138,0.251,0.0106,,,,36.6783,
"[[92 70], [110  76], [108  83], [121 104], [122 107], [136 125], [140 125], [146 156]]",92,70,146,156,8,112.493,0.7586,0.6405,0.4889,,,,41.8523,
"[[ 91 125], [ 82 129], [ 73 136], [ 68 139], [ 59 143], [ 49 151]]",91,125,49,151,6,49.7367,0.0,0.0497,0.0282,,,,30.5556,
"[[125 119], [112 122], [ 91 125], [ 82 129], [ 73 136], [ 68 139], [ 45 140]]",125,119,45,140,7,84.6582,0.0,0.0931,0.0113,,,,30.8053,
"[[ 71 105], [61 88], [52 82], [43 79]]",71,105,43,79,4,40.0266,0.3846,0.0936,0.1126,,,,35.986,
"[[ 68 129], [ 91 125], [104 121], [127 109], [141  98], [146  95], [173  85], [178  67], [168  76]]",68,129,168,76,9,147.4519,0.4848,0.4967,0.3041,,,,38.1869,
"[[ 87 140], [ 83 142], [ 55 148], [ 49 151], [ 46 153], [ 42 157], [ 40 160]]",87,140,40,160,7,52.6839,0.0,0.03,0.0483,,,,30.5767,
"[[120  26], [138  40], [147  46], [167  62], [169  64], [178  67], [173  85], [171  92]]",120,26,171,92,8,97.5096,0.7241,0.4345,0.4287,,,,41.2518,
"[[40 96], [42 99], [ 55 114], [ 56 115], [ 60 124], [ 62 126], [ 68 139], [ 75 154], [ 81 163]]",40,96,81,163,9,79.2339,0.0303,0.0479,0.0226,,,,31.1998,
"[[89 49], [101  59], [105  63], [109  68], [122  77], [152  88], [173  85], [178  67], [178  61], [169  48]]",89,49,169,48,10,137.1511,0.4865,0.5663,0.4509,,,,38.1376,
"[[112 122], [136 125], [150 138], [137 154], [121 162]]",112,122,121,162,5,81.7958,0.4118,0.4472,0.0816,,,,36.6736,
"[[120  26], [104  21], [75 17], [64 36], [63 54], [67 65], [88 77]]",120,26,88,77,7,121.9113,0.68,0.6775,0.0664,,,,40.7957,
"[[101  59], [105  63], [109  68], [122  77], [152  88], [173  85], [178  67], [163  71]]",101,59,163,71,8,115.2434,0.4828,0.504,0.4578,,,,37.928,
"[[127 113], [112 122], [101 132], [ 83 142], [ 57 153]]",127,113,57,153,5,81.1814,0.0,0.0861,0.028,,,,30.7804,
"[[120  26], [110  21], [98 14], [96 12], [79  0]]",120,26,79,0,5,48.7099,0.1176,0.1853,0.2224,,,,32.23,
"[[122  22], [116  20], [98 14], [74 22], [64 36], [71 48]]",122,22,71,48,6,81.6935,0.8571,0.5574,0.5203,,,,43.0406,
"[[137  88], [133 102], [127 113], [138 132], [150 138], [137 154]]",137,88,137,154,6,83.0766,0.7143,0.6612,0.4648,,,,41.0085,
"[[ 24 139], [ 35 135], [ 50 131], [ 58 128], [ 85 123], [104 121], [127 109], [141  98], [146  95], [173  85], [178  67], [163  71]]",24,139,163,71,12,194.9127,0.3556,0.5522,0.306,,,,36.6787,
"[[58 55], [77 59], [92 65], [109  73], [113  77], [121  81], [146  95], [160 102], [152 120], [150 123]]",58,55,150,123,10,136.5702,0.1622,0.5897,0.1544,,,,33.4959,
"[[150  60], [155  55], [167  62], [169  64], [178  67], [173  85], [169 103], [159 127], [146 156], [140 174]]",150,60,140,174,10,147.1536,0.8108,0.761,0.7397,,,,42.8466,
"[[ 62 126], [ 60 124]]",62,126,60,124,2,2.8284,0.0,0.013,0.084,,,,30.2202,
"[[ 62 123], [ 74 122], [ 96 116], [125 119]]",62,123,125,119,4,63.9999,0.0,0.052,0.1501,,,,30.6576,
"[[36 88], [50 83], [77 80], [95 70], [113  77], [121  81], [152  88], [173  85], [178  67], [168  76]]",36,88,168,76,10,176.0098,0.2703,0.4798,0.1505,,,,35.3238,
"[[142  36], [147  46], [167  62], [169  64], [178  67], [173  85], [146  95], [141  98], [127 109], [112 122], [101 132], [ 80 150], [ 75 154]]",142,36,75,154,13,188.9947,0.9184,0.8098,0.772,,,,44.6844,
"[[101 132], [ 91 120], [ 71 102], [73 88], [67 65]]",101,132,67,65,5,80.4396,0.2941,0.2431,0.0767,,,,34.9808,
"[[ 72 154], [ 80 150], [101 132], [112 122], [127 109], [141  98], [146  95], [163  87], [184  78], [169  72], [163  75]]",72,154,163,75,11,159.4532,0.4634,0.5688,0.5522,,,,37.9667,
"[[96 12], [98 14], [110  27]]",96,12,110,27,3,20.5202,0.0,0.014,0.0838,,,,30.3467,
"[[ 78 151], [ 85 154], [107 175]]",78,151,107,175,3,38.0296,0.3333,0.1135,0.1051,,,,35.2381,
"[[ 96 172], [121 162], [137 154], [157 128], [169 103], [173  85], [178  67], [168  76]]",96,172,168,76,8,155.9219,0.3448,0.6209,0.6159,,,,36.2455,
"[[ 49 151], [ 58 139], [ 62 126], [ 71 102], [76 92], [88 77], [95 50]]",49,151,95,50,7,112.5158,0.68,0.2855,0.2192,,,,40.7285,
"[[130  67], [135  80]]",130,67,135,80,2,13.9284,0.0,0.0644,0.0327,,,,30.2996,
"[[ 86 163], [ 85 154], [101 132], [112 122], [127 113]]",86,163,127,113,5,68.6173,0.4706,0.2579,0.1836,,,,37.4202,
"[[119 184], [125 178], [137 154], [157 128], [169 103], [173  85], [178  67], [169  64], [167  62], [155  55], [147  52]]",119,184,147,52,11,167.7237,0.4634,0.6946,0.6804,,,,38.0258,
"[[151  56], [155  55], [167  62], [169  64], [178  67], [173  85], [146  95], [141  98], [139  99], [125 110], [105 121], [ 85 123], [ 58 128], [ 39 130]]",151,56,39,130,14,193.1654,0.8679,0.8032,0.0514,,,,43.9921,
"[[ 81 163], [ 85 154], [101 132], [112 122], [127 109], [141  98], [146  95], [173  85], [178  67], [169  64], [167  62], [147  46]]",81,163,147,46,12,180.8044,0.7111,0.4946,0.4846,,,,41.6615,
"[[150  85], [137  88], [121  81], [113  77], [110  76], [92 70], [77 59], [63 54]]",150,85,63,54,8,95.3533,0.2069,0.1962,0.094,,,,33.8404,
"[[ 48 163], [ 52 158], [ 58 139], [ 62 126], [ 71 102], [76 92], [88 77], [95 70], [103  66], [105  63], [107  60]]",48,163,107,60,11,122.006,0.6585,0.2455,0.1717,,,,40.4889,
"[[120 129], [125 101], [116  77], [107  57]]",120,129,107,57,4,76.0066,0.0,0.3617,0.0544,,,,30.7434,
"[[152 120], [157 128], [138 132], [136 125], [112 122], [ 91 125], [ 68 129], [ 56 131], [ 35 135]]",152,120,35,135,9,138.4189,0.4242,0.3666,0.0873,,,,37.2558,
"[[52 82], [61 88], [63 91], [ 71 102], [ 96 116], [116 120], [140 125]]",52,82,140,125,7,101.5882,0.72,0.393,0.2004,,,,41.2224,
"[[50 83], [46 84], [50 95], [ 56 115], [ 58 128]]",50,83,58,128,5,49.8614,0.4118,0.2519,0.2023,,,,36.4452,
"[[ 35 135], [ 37 137], [ 45 140], [ 55 148], [ 63 156], [ 86 168], [101 163], [123 160]]",35,135,123,160,8,99.4496,0.2069,0.0202,0.0957,,,,33.8697,
"[[ 76 124], [ 78 151]]",76,124,78,151,2,27.074,0.0,0.0888,0.0082,,,,30.3936,
"[[153  84], [137  88], [121  81], [113  77], [95 70], [77 80], [63 91], [50 95], [42 99], [ 33 106]]",153,84,33,106,10,134.5574,0.6486,0.5207,0.5096,,,,40.4371,
"[[110  76], [108  83], [121 104], [110 114], [105 121]]",110,76,105,121,5,55.4467,0.4706,0.2878,0.108,,,,37.326,
"[[ 63 156], [ 86 168], [ 96 172], [125 178]]",63,156,125,178,4,66.3268,0.0,0.0304,0.0964,,,,30.6742,
"[[95 50], [75 55], [63 54], [64 36], [75 17], [104  21], [110  27], [115  30]]",95,50,115,30,8,116.2302,0.8276,0.6804,0.005,,,,42.8657,
"[[56 51], [49 67], [43 85], [40 92], [ 34 110], [ 39 130]]",56,51,39,130,6,83.6429,0.5714,0.6083,0.2335,,,,38.9691,
"[[ 57 103], [61 88], [67 65], [70 47]]",57,103,70,47,4,57.5422,0.5385,0.3986,0.1285,,,,38.312,
"[[118 132], [125 119], [141  98], [146  95], [173  85], [178  67], [163  71]]",118,132,163,71,7,109.9946,0.64,0.5796,0.5559,,,,40.1385,
"[[101 163], [116 162], [137 154], [150 138], [158 110], [164  91]]",101,163,164,91,6,107.1663,0.1905,0.3536,0.1718,,,,33.6904,
"[[178  67], [178  61], [172  52]]",178,67,172,52,3,16.8167,0.4444,0.2466,0.2463,,,,36.6752,
"[[122  22], [116  20], [98 14], [74 22], [64 36], [58 55], [52 73], [ 44 111], [ 50 131], [ 46 153]]",122,22,46,153,10,188.7739,0.9189,0.8684,0.8517,,,,44.69,
"[[163  87], [160 103]]",163,87,160,103,2,16.2788,0.0,0.0158,0.1129,,,,30.3164,
"[[52 73], [45 73]]",52,73,45,73,2,7.0,0.2,0.0074,0.1044,,,,33.11,
"[[ 86 163], [ 85 154], [101 132], [105 121], [110 114], [121 104], [122 103], [125 101], [137  88], [148  80]]",86,163,148,80,10,107.7445,0.4865,0.3594,0.3104,,,,37.9273,
"[[109  68], [127  78]]",109,68,127,78,2,20.5913,0.0,0.054,0.0431,,,,30.3472,
"[[ 56 116], [ 56 115], [50 95], [46 84], [43 79]]",56,116,43,79,5,39.4163,0.5294,0.2925,0.1661,,,,38.0522,
"[[ 55 148], [ 68 139], [ 73 136], [ 82 129], [ 91 125], [104 121], [127 109], [141  98], [146  95], [176  84], [170  54], [156  35]]",55,148,156,35,12,192.2202,0.3556,0.6071,0.4801,,,,36.6595,
"[[89 49], [101  59], [105  63], [110  76], [108  83], [121 104]]",89,49,121,104,6,67.184,0.2857,0.2025,0.1142,,,,34.7659,
"[[119 156], [137 154], [150 138], [159 127]]",119,156,159,127,4,52.939,0.0,0.1771,0.128,,,,30.5785,
"[[ 72 154], [ 68 129], [ 71 102], [69 71], [64 36], [74 22]]",72,154,74,22,6,136.1086,0.5238,0.533,0.4523,,,,38.6635,
"[[50 83], [53 73], [58 55], [64 36], [74 22]]",50,83,74,22,5,66.2514,0.4118,0.5854,0.2596,,,,36.5624,
"[[120 129], [104 121], [ 98 118], [ 96 116], [ 77 111], [ 57 103], [42 99], [32 97]]",120,129,32,97,8,94.3349,0.069,0.1667,0.2199,,,,31.8612,
"[[172  81], [173  85], [178  67], [169  64], [167  62], [147  46], [138  40], [117  32], [115  30], [110  27], [104  21]]",172,81,104,21,11,111.1659,0.8537,0.5056,0.4792,,,,43.2027,
"[[ 75 154], [ 96 172], [115 166], [143 161]]",75,154,143,161,4,76.0264,0.0,0.1073,0.1067,,,,30.7436,
"[[ 46 122], [ 44 111], [52 73], [58 55], [64 36]]",46,122,64,36,5,88.9118,0.5882,0.4838,0.4506,,,,39.247,
"[[ 68 129], [ 71 102], [69 71], [70 47]]",68,129,70,47,4,82.2514,0.4615,0.3811,0.1518,,,,37.3875,
"[[ 61 156], [ 68 139], [ 68 129], [ 71 102], [76 92], [88 77], [95 70], [109  73]]",61,156,109,73,8,110.158,0.6552,0.2931,0.1432,,,,40.357,
"[[ 86 168], [ 80 150], [ 73 136], [ 62 126], [ 60 124], [ 56 115], [50 95], [46 84], [41 78]]",86,168,41,78,9,102.5651,0.303,0.3166,0.1934,,,,35.2662,
"[[ 25 136], [ 50 131], [ 58 128], [ 85 123], [104 121], [122 107], [139  99]]",25,136,139,99,7,122.1949,0.2,0.1508,0.1306,,,,33.9337,
"[[ 80 162], [ 61 156], [ 51 155]]",80,162,51,155,3,29.9747,0.0,0.0598,0.0373,,,,30.4143,
"[[ 36 151], [ 46 153]]",36,151,46,153,2,10.198,0.0,0.0342,0.0628,,,,30.2729,
"[[153  84], [146  95], [141  98], [122 103]]",153,84,122,103,4,38.5162,0.6923,0.1389,0.0649,,,,40.3753,
"[[157 128], [160 121], [160 103], [146  95], [137  88], [122  77], [109  68]]",157,128,109,68,7,87.5545,0.4,0.5893,0.5948,,,,36.546,
"[[ 24 139], [ 36 131], [ 41 115], [46 81]]",24,139,46,81,4,65.5509,0.6154,0.5607,0.2553,,,,39.4689,
"[[40 96], [50 95], [59 92], [77 80], [95 70], [113  77], [121  81], [152  88], [163  87], [184  78], [169  72], [163  75]]",40,96,163,75,12,178.5556,0.5778,0.6069,0.2116,,,,39.7392,
"[[55 76], [60 92], [ 55 114], [ 50 131], [ 44 151], [ 40 160]]",55,76,40,160,6,87.7736,0.4286,0.2177,0.0618,,,,36.9566,
"[[58 55], [55 76], [60 92], [ 65 106], [ 68 129], [ 68 139], [ 65 155]]",58,55,65,155,7,102.316,0.4,0.2353,0.0457,,,,36.6516,
"[[104  17], [110  21], [138  40], [147  46], [167  62], [169  64], [178  67], [173  85], [171  92]]",104,17,171,92,9,115.755,0.6364,0.4405,0.4287,,,,40.1282,
"[[138  40], [117  32], [115  30], [110  27], [104  21], [75 17], [64 36], [59 43]]",138,40,59,43,8,99.4483,0.5517,0.383,0.1718,,,,38.8004,
"[[ 58 139], [ 56 131], [ 56 115], [50 95], [46 84]]",58,139,46,84,5,56.8315,0.3529,0.3154,0.0991,,,,35.6528,
"[[147  46], [138  40], [117  32], [115  30], [110  27], [98 14], [96 12], [88  9], [76  5]]",147,46,76,5,9,83.6616,0.4242,0.2227,0.1962,,,,36.8642,
"[[121 104], [110 114], [105 121], [ 91 120], [ 69 125]]",121,104,69,125,5,60.0651,0.4706,0.1376,0.15,,,,37.359,
"[[125 119], [141  98], [146  95], [173  85]]",125,119,173,85,4,61.0241,0.4615,0.3625,0.3293,,,,37.2358,
"[[125 119], [112 122], [ 91 125], [ 82 129], [ 73 136], [ 68 139], [ 59 143]]",125,119,59,143,7,71.4853,0.0,0.0732,0.0727,,,,30.7111,
"[[ 74 122], [ 85 123], [104 121], [127 109], [141  98], [146  95], [163  87], [184  78], [169  72], [163  75]]",74,122,163,75,10,144.2273,0.5135,0.6512,0.0714,,,,38.5743,
"[[64 96], [ 57 103], [ 47 117], [ 35 135]]",64,96,35,135,4,48.7375,0.2308,0.1008,0.163,,,,33.8489,
"[[ 85 123], [104 121], [110 114]]",85,123,110,114,3,28.3245,0.3333,0.0077,0.0742,,,,35.1687,
"[[ 77 111], [ 96 116], [ 98 118], [112 122], [136 125]]",77,111,136,125,5,61.2223,0.0,0.1319,0.1899,,,,30.6377,
"[[50 83], [53 73], [58 55], [64 36], [74 22], [98 14], [106  17]]",50,83,106,17,7,100.0936,0.6,0.7453,0.4512,,,,39.4957,
"[[115  21], [106  17], [98 14], [74 22], [64 36], [63 54], [67 65], [61 88], [ 65 106]]",115,21,65,106,9,132.837,0.9091,0.8176,0.7911,,,,44.1499,
