Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Prob_collision_robotino_object_detection_error
"[[135 165], [122 165], [100 170], [ 86 150], [ 92 135]]",135,165,92,135,5,76.1296,0.2941,0.3054,0.0114,,,,
"[[114  87], [122  82], [130  78], [132  76], [136  66]]",114,87,136,66,5,31.977,0,0.0273,0.0233,,,,
"[[ 64 114], [ 68 116], [ 88 117], [101 113], [105 104], [112  97], [122  89]]",64,114,122,89,7,70.6532,0.68,0.1748,0.1418,,,,
"[[139  85], [127  92], [114 104], [101 113], [ 99 115], [ 96 117], [ 83 121], [ 68 126], [ 48 124]]",139,85,48,124,9,103.3422,0.0606,0.3433,0.1548,,,,
"[[105 126], [ 99 137], [ 97 139], [ 86 150], [ 94 167], [111 162], [128 154], [139 149], [148 129], [162 105], [166  97], [173  89]]",105,126,173,89,12,167.5854,0.4,0.5263,0.4381,,,,
"[[ 91 146], [ 97 139], [ 99 137], [104 123], [106 120], [114 104], [122  97], [126  89], [130  81], [143  61], [148  51], [158  57]]",91,146,158,57,12,123.6228,0.9111,0.4571,0.2268,,,,
"[[70 86], [82 88], [88 96]]",70,86,88,96,3,22.1655,0.5556,0.0741,0.0109,,,,
"[[152  29], [157  31], [143  61], [136  72], [132  76], [130  78], [122  89], [112  97], [105 104], [101 113], [ 99 115], [ 96 117], [ 89 122], [ 74 129]]",152,29,74,129,14,137.7601,1,0.7459,0.6968,,,,
"[[176  93], [173  98], [165 117], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 97 139], [ 99 137], [106 124]]",176,93,106,124,12,170.1844,0.8,0.6828,0.0789,,,,
"[[ 83 137], [ 88 117]]",83,137,88,117,2,20.6155,0,0.0843,0.0127,,,,
"[[156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 79 142], [ 74 129]]",156,137,74,129,8,113.2151,0.4138,0.5297,0.5035,,,,
"[[97 28], [91 51], [92 78], [ 94 104], [ 92 127], [ 86 150], [100 170], [119 182]]",97,28,119,182,8,170.6069,0.5517,0.7668,0.1859,,,,
"[[152 126], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 79 142], [ 74 129], [ 70 118], [ 68 116]]",152,126,68,116,11,133.4031,0.4634,0.6533,0.6425,,,,
"[[111  88], [105 104], [101 113], [ 99 115], [ 92 127], [ 86 150], [ 94 167], [111 162], [128 154], [139 149], [148 129], [152 126], [160 106]]",111,88,160,106,13,183.2795,0.3878,0.589,0.5475,,,,
"[[144  62], [143  61], [136  72], [131  75], [120  79], [105  84]]",144,62,105,84,6,47.7997,0.7619,0.1654,0.123,,,,
"[[144  92], [122 100], [114 104], [101 113], [ 99 115], [ 96 117], [ 83 121], [ 68 126], [ 53 127]]",144,92,53,127,9,99.0452,0.0909,0.3142,0.134,,,,
"[[158 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 97 139], [ 99 137], [104 123], [106 120], [114 104], [122  97], [126  89], [131  75]]",158,137,131,75,14,179.4657,0.4528,0.6371,0.0579,,,,
"[[164 124], [162 126], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 92 129], [ 92 118], [ 95 109], [93 88], [98 60], [97 28], [107  30]]",164,124,107,30,15,238.0937,0.4386,0.7871,0.7643,,,,
"[[125  88], [121  70]]",125,88,121,70,2,18.4391,0,0.0367,0.0604,,,,
"[[140  74], [125  88]]",140,74,125,88,2,20.5183,0,0.0592,0.0379,,,,
"[[98 79], [99 86], [111  88], [125  88]]",98,79,125,88,4,33.2366,0,0.0147,0.0577,,,,
"[[74 68], [93 73], [111  67], [136  72], [143  61], [144  62]]",74,68,144,62,6,78.5683,0.619,0.2582,0.0484,,,,
"[[86 79], [91 97], [ 95 109], [ 89 122]]",86,79,89,122,4,45.6485,0.4615,0.1315,0.1425,,,,
"[[ 72 145], [ 78 132], [ 84 116]]",72,145,84,116,3,31.4058,0.1111,0.0791,0.0189,,,,
"[[104 123], [ 99 115]]",104,123,99,115,2,9.434,0,0.0509,0.0462,,,,
"[[ 79 142], [ 85 137], [ 89 122], [ 92 118], [ 94 104], [87 79]]",79,142,87,79,6,68.4381,0.3333,0.1886,0.0627,,,,
"[[119 182], [100 170], [ 92 157], [ 84 141], [ 74 129]]",119,182,74,129,5,71.2456,0.4706,0.213,0.1209,,,,
"[[104 123], [103 137]]",104,123,103,137,2,14.0357,0,0.0114,0.0856,,,,
"[[114  79], [111  88], [105 104], [101 113], [ 99 115], [ 92 127], [ 86 150], [ 94 167], [111 162], [128 154], [139 149], [148 129], [152 126], [152 117]]",114,79,152,117,14,180.2257,0.3396,0.6766,0.274,,,,
"[[112 101], [122  97], [130  94], [143  86]]",112,101,143,86,4,34.5787,0,0.0591,0.0837,,,,
"[[ 50 139], [ 65 128], [ 71 122], [ 73 119]]",50,139,73,119,4,30.6919,0,0.0178,0.0802,,,,
"[[83 83], [93 99], [ 94 100], [ 92 119], [ 86 142], [ 94 163], [108 166], [119 164], [137 152], [157 139]]",83,83,157,139,10,156.6143,0.7838,0.6235,0.6149,,,,
"[[144 167], [139 170], [108 166], [ 94 163], [ 88 150], [ 99 136], [101 131], [109 121], [118 111], [125 104], [128  99], [137  82]]",144,167,137,82,12,150.139,0.4444,0.6263,0.1045,,,,
"[[108  64], [103  70], [93 78], [101  84]]",108,64,101,84,4,30.6165,0,0.0091,0.011,,,,
"[[116 129], [119 124], [126 119]]",116,129,126,119,3,14.4333,0,0.0481,0.1139,,,,
"[[107 161], [101 173]]",107,161,101,173,2,13.4164,0,0.0314,0.0656,,,,
"[[94 97], [96 95], [101  88], [104  86], [117  74], [117  59]]",94,97,117,59,6,47.7281,0.2857,0.2068,0.1138,,,,
"[[141 141], [152 136], [154 119], [160 100]]",141,141,160,100,4,49.1251,0.5385,0.4728,0.1713,,,,
"[[ 85 118], [ 86 142], [ 94 163], [108 166], [120 170], [139 177]]",85,118,139,177,6,93.7084,0.4762,0.4257,0.3031,,,,
"[[153  53], [156  59], [128  66], [114  59], [111  57], [98 53], [88 48]]",153,53,88,48,7,79.6098,0.96,0.3045,0.1992,,,,
"[[87 76], [104  86], [117  91], [141  89]]",87,76,141,89,4,57.7347,0.4615,0.0347,0.1026,,,,
"[[ 73 119], [ 80 126], [ 89 131]]",73,119,89,131,3,20.1951,0,0.0796,0.0175,,,,
"[[174  94], [168 104], [161 111], [154 119]]",174,94,154,119,4,32.1915,0,0.0993,0.0794,,,,
"[[116 129], [112 129], [ 99 136], [ 88 150], [ 94 163], [108 166], [130 149], [133 146]]",116,129,133,146,8,97.2505,0.3793,0.7191,0.4837,,,,
"[[126  99], [127 106]]",126,99,127,106,2,7.0711,0,0.0276,0.0694,,,,
"[[83 83], [89 96], [ 96 113], [ 97 123]]",83,83,97,123,4,42.7525,0.3846,0.1419,0.0953,,,,
"[[122  70], [117  86], [114  95], [110 104], [104 122], [ 99 136], [ 88 150]]",122,70,88,150,7,87.743,0.32,0.4317,0.0363,,,,
"[[92 40], [94 43], [98 53], [97 73], [100  93], [ 96 113], [ 91 116], [ 85 119], [ 83 121], [ 74 125], [ 65 128], [ 50 139]]",92,40,50,139,12,128.325,0.6667,0.6114,0.3068,,,,
"[[ 52 130], [ 58 133], [ 64 135]]",52,130,64,135,3,13.0328,0,0.0167,0.0804,,,,
"[[134  83], [125  96], [123  98], [118 111], [109 121], [103 126], [ 99 136], [ 88 150], [ 94 163], [108 166], [130 149], [133 146], [152 136], [158 124]]",134,83,158,124,14,177.9754,0.2642,0.7389,0.5787,,,,
"[[115  53], [111  57], [98 62]]",115,53,98,62,3,19.5852,0,0.0608,0.013,,,,
"[[139 177], [124 174], [109 170], [ 89 161], [ 80 148], [ 73 142]]",139,177,73,142,6,77.7839,0.3333,0.226,0.11,,,,
"[[99 88], [98 90], [100 107], [ 97 123]]",99,88,97,123,4,35.6321,0,0.0391,0.0589,,,,
"[[ 85 132], [ 88 126], [ 91 120], [ 92 119], [ 94 100], [93 86]]",85,132,93,86,6,47.9713,0.1905,0.0793,0.0181,,,,
"[[89 89], [93 78], [96 58], [92 36]]",89,89,92,36,4,54.2891,0.2308,0.189,0.1143,,,,
"[[ 50 139], [ 64 135], [ 77 131], [ 90 126], [103 123], [119 114]]",50,139,119,114,6,73.7893,0,0.0297,0.1199,,,,
"[[123  70], [133  79], [145  86]]",123,70,145,86,3,27.3461,0,0.0022,0.0585,,,,
"[[93 99], [ 94 100], [ 92 119], [ 91 120], [ 88 126], [ 85 132], [ 80 148]]",93,99,80,148,7,52.1129,0.4,0.0549,0.0096,,,,
"[[137  82], [126  90], [112 105]]",137,82,112,105,3,34.1198,0,0.0022,0.0664,,,,
"[[ 88 142], [ 88 150], [ 94 163], [108 166], [120 170], [140 177]]",88,142,140,177,6,70.4744,0.4286,0.3578,0.1689,,,,
"[[ 65 158], [ 69 148], [ 75 143], [ 85 132], [ 88 126], [ 91 120], [100 107], [108  90], [111  69]]",65,158,111,69,9,102.6759,0.1515,0.2804,0.1661,,,,
"[[120 170], [108 166], [ 94 163], [ 86 142], [ 92 119], [ 94 100], [93 99]]",120,170,93,99,7,93.7281,0.72,0.5318,0.4165,,,,
"[[146 147], [150 128], [154 119]]",146,147,154,119,3,29.2653,0.4444,0.2751,0.2253,,,,
"[[ 46 133], [ 62 144], [ 78 155], [ 94 163], [108 166], [130 149], [133 146], [152 136], [154 119], [160 100]]",46,133,160,100,10,161.5979,0.8378,0.4009,0.3842,,,,
"[[156  59], [128  66], [115  53]]",156,59,115,53,3,47.2465,1,0.2032,0.1535,,,,
"[[106 169], [108 166], [130 149], [133 146], [152 136], [158 124], [161 115], [168 101]]",106,169,168,101,8,95.6777,0.4138,0.3875,0.3709,,,,
"[[132  61], [115  53], [94 43], [95 38], [99  7], [80  1]]",132,61,80,1,6,98.3286,0.5238,0.5644,0.4721,,,,
"[[96 95], [94 97], [ 96 113], [ 91 116], [ 85 119], [ 83 121], [ 74 125], [ 65 128], [ 52 125]]",96,95,52,125,9,66.9979,0,0.111,0.0404,,,,
"[[110 104], [ 94 100], [89 96]]",110,104,89,96,3,22.8955,0,0.0451,0.0141,,,,
"[[159 111], [155 118], [152 136], [133 146], [130 149], [108 166], [ 94 163], [ 88 150], [ 89 131], [ 91 116]]",159,111,91,116,10,142.6217,0.4595,0.7674,0.0186,,,,
"[[ 85 132], [ 88 126], [ 91 120], [ 92 119], [ 94 100], [93 99], [83 83]]",85,132,83,83,7,54.2178,0.28,0.1165,0.0196,,,,
"[[ 75 143], [ 85 132], [ 88 126], [ 91 120], [100 107], [110  91]]",75,143,110,91,6,62.9618,0.0952,0.0664,0.0738,,,,
"[[110  91], [110 104], [104 122], [ 99 136], [ 88 150], [ 94 163], [108 166]]",110,91,108,166,7,93.2799,0.64,0.5173,0.2503,,,,
"[[ 91 116], [ 92 119], [ 86 142], [ 94 163], [108 166], [119 164], [137 152], [156 144]]",91,116,156,144,8,117.1512,0.4483,0.5968,0.3719,,,,
"[[ 85 116], [ 89 131], [ 88 150], [ 96 173]]",85,116,96,173,4,58.9021,0.4615,0.2055,0.1529,,,,
"[[108  76], [117  86], [114  95], [110 104], [104 122], [ 99 136], [ 88 150], [ 94 163], [108 166], [119 164], [143 150], [149 127]]",108,76,149,127,12,175.8041,0.6222,0.7207,0.5914,,,,
"[[119 164], [108 166], [ 94 163], [ 88 150], [ 90 135], [ 97 123], [100 107], [108  90], [111  69], [114  59]]",119,164,114,59,10,135.5618,0.6757,0.6412,0.5395,,,,
"[[105 139], [110 123], [112 105], [117  91], [123  72], [128  66]]",105,139,128,66,6,77.475,0,0.3048,0.0054,,,,
"[[ 64 139], [ 77 131], [ 80 126], [ 83 121], [ 85 119], [ 91 116], [ 96 113], [110 104], [115 101], [123  98], [125  96], [134  83], [144  58], [149  54], [154  57]]",64,139,154,57,15,131.1118,1,0.3856,0.2049,,,,
"[[123  72], [133  79], [142  86]]",123,72,142,86,3,23.6083,0,0.0095,0.0466,,,,
"[[123 197], [134 178], [119 174], [ 96 173]]",123,197,96,173,4,60.5004,1,0.1993,0.166,,,,
"[[139 170], [108 166], [ 94 163], [ 88 150], [ 83 144], [ 79 140], [ 74 125], [ 70 115]]",139,170,70,115,8,99.9415,0.4828,0.444,0.2444,,,,
"[[89 67], [93 78], [97 87], [100  93], [ 96 113], [ 91 116], [ 85 119]]",89,67,85,119,7,61.197,0.2,0.1491,0.0214,,,,
"[[ 94 134], [ 88 150], [ 94 163], [108 166], [130 149], [133 146], [152 136], [158 124], [161 115], [168 101]]",94,134,168,101,10,137.7958,0.4865,0.532,0.5209,,,,
"[[ 88 126], [ 86 142], [ 94 163], [108 166], [119 164], [137 152]]",88,126,137,152,6,85.7282,0.4762,0.4683,0.3075,,,,
"[[156  59], [128  66], [123  70], [110  91], [100 107], [ 91 120], [ 88 126], [ 85 132], [ 82 138]]",156,59,82,138,9,114.767,1,0.5395,0.527,,,,
"[[ 88 126], [ 86 142], [ 94 163], [108 166], [119 164], [144 157], [152 154]]",88,126,152,154,7,98.6004,0.56,0.5072,0.349,,,,
"[[92 67], [93 78], [ 94 100], [ 92 119], [ 91 120], [ 88 126], [ 85 132], [ 81 143]]",92,67,81,143,8,78.7084,0.4138,0.2409,0.1297,,,,
"[[ 94 100], [ 92 119], [ 86 142], [ 94 163], [108 166], [130 149], [133 146], [152 136], [158 124], [161 110]]",94,100,161,110,10,160.9154,0.9189,0.5682,0.4474,,,,
"[[93  6], [99  7], [95 38], [96 58], [93 78], [ 94 100], [ 92 119], [ 89 131], [ 88 150], [101 173]]",93,6,101,173,10,176.5315,0.8649,0.8808,0.8321,,,,
"[[ 94 163], [ 86 142], [ 92 119], [ 94 100], [96 95], [99 88], [97 67]]",94,163,97,67,7,99.4429,0.88,0.2649,0.0521,,,,
"[[165 114], [161 124], [160 126], [152 136], [133 146], [130 149], [108 166], [ 94 163], [ 88 150], [ 99 136], [104 122], [110 104]]",165,114,110,104,12,159.6089,0.4222,0.8197,0.4591,,,,
"[[ 75 143], [ 64 139], [ 59 136], [ 47 130]]",75,143,47,130,4,30.9521,0,0.0812,0.0158,,,,
"[[84 56], [87 76], [89 89], [93 99], [ 96 113], [101 131], [105 139]]",84,56,105,139,7,86.0907,0.24,0.3689,0.2254,,,,
"[[148  56], [156  59], [128  66], [114  59], [111  57], [106  51], [94 43]]",148,56,94,43,7,78.8962,1,0.3537,0.2192,,,,
"[[123  72], [117  91], [112 105], [104 122], [ 99 136], [ 88 150], [101 173]]",123,72,101,173,7,112.6695,0.24,0.5481,0.2017,,,,
"[[126  40], [114  59], [111  69], [108  90], [100 107], [ 91 116], [ 85 119], [ 83 121], [ 74 125], [ 65 128], [ 50 139]]",126,40,50,139,11,133.1153,0.9756,0.6067,0.5967,,,,
"[[128 167], [108 166], [ 94 163], [ 88 150], [ 88 142], [ 90 126], [ 96 113]]",128,167,96,113,7,87.103,0.52,0.5418,0.3588,,,,
"[[109 106], [ 97 123], [ 89 131], [ 82 138], [ 79 140], [ 73 145], [ 64 155]]",109,106,64,155,7,66.8913,0.44,0.05,0.0547,,,,
"[[ 86 142], [ 99 136], [117 130], [125 129]]",86,142,125,129,4,41.3537,0.2308,0.0615,0.1159,,,,
"[[ 46 133], [ 65 128], [ 80 126], [ 96 126], [112 129]]",46,133,112,129,5,67.0584,0,0.0011,0.0973,,,,
"[[141  67], [138  75], [134  83], [125  96], [123  98], [118 111], [109 121], [103 126], [ 99 136], [ 88 150], [ 94 163], [108 166], [119 164], [144 157], [152 154]]",141,67,152,154,15,174.2167,0.2456,0.8134,0.5254,,,,
"[[108  64], [111  69], [117  91], [115 101], [119 114]]",108,64,119,114,5,52.434,0,0.1567,0.1046,,,,
"[[ 60 116], [ 68 117], [ 83 121], [ 96 126]]",60,116,96,126,4,37.5148,0,0.0732,0.0173,,,,
"[[ 70 115], [ 74 125], [ 77 131], [ 82 138], [ 86 142], [ 94 163], [108 166], [130 149], [133 146], [152 136], [158 124], [161 110]]",70,115,161,110,12,149.7784,0.3111,0.4673,0.3443,,,,
"[[96 95], [ 94 100], [ 92 119], [ 86 142], [ 94 163], [106 169], [119 174], [136 185]]",96,95,136,185,8,118.3253,0.8276,0.5904,0.302,,,,
"[[140 171], [139 170], [108 166], [ 94 163], [ 88 150], [ 90 135], [ 97 123], [100 107], [108  90], [111  69], [108  64]]",140,171,108,64,11,152.4433,0.6098,0.7314,0.5379,,,,
"[[111  57], [114  68], [117  86], [125 105]]",111,57,125,105,4,50.2656,0,0.1273,0.1116,,,,
"[[101  47], [98 53], [96 58], [93 78], [ 94 100], [ 92 119], [ 86 142], [ 94 163], [108 166], [120 170]]",101,47,120,170,10,146.6537,0.5405,0.6318,0.215,,,,
"[[ 97 123], [107 115], [115 111], [123  98], [125  96], [139  82]]",97,123,139,82,6,59.6423,0,0.1461,0.0982,,,,
"[[ 70 115], [ 74 125], [ 77 131], [ 82 138], [ 86 142], [ 94 163], [108 166], [130 149], [133 146], [152 136], [149 125]]",70,115,149,125,11,133.4459,0.2927,0.4781,0.2967,,,,
"[[120  65], [117  74], [108  90], [100 107], [ 91 116], [ 85 119], [ 83 121], [ 74 125], [ 65 128], [ 46 133]]",120,65,46,133,10,107.8798,0.4054,0.3958,0.1976,,,,
"[[99 73], [100  93], [ 96 113], [ 91 116], [ 85 119], [ 83 121], [ 74 125], [ 65 128]]",99,73,65,128,8,75.1243,0.8621,0.2482,0.2482,,,,
"[[157 139], [143 150], [119 164], [108 166], [ 94 163], [ 88 150], [ 99 136], [103 126], [106 106]]",157,139,106,106,9,134.2039,0.4242,0.8239,0.4394,,,,
"[[101  88], [104  86], [117  74], [122  70], [132  61]]",101,88,132,61,5,41.1541,0.4118,0.1573,0.019,,,,
"[[ 71 162], [ 80 148], [ 85 132], [ 88 126], [ 91 120], [ 92 119], [ 94 100], [94 97], [99 73], [103  68]]",71,162,103,68,10,101.2604,0.3243,0.2417,0.0008,,,,
"[[ 92 119], [ 86 142], [ 94 163], [108 166], [130 149], [133 146], [152 136], [160 126], [163 114]]",92,119,163,114,9,139.2517,0.4848,0.5686,0.4369,,,,
"[[104 122], [100 107], [96 95], [93 86], [87 76]]",104,122,87,76,5,49.322,0,0.1413,0.0006,,,,
"[[ 88 142], [ 88 150], [ 94 163], [108 166], [130 149], [133 146], [152 136], [160 126], [163 114]]",88,142,163,114,9,115.3276,0.4545,0.4673,0.4548,,,,
"[[126  40], [114  59], [108  64], [103  68], [97 73], [87 76]]",126,40,87,76,6,54.9361,0.9524,0.2297,0.2097,,,,
"[[126  99], [117  86], [114  68], [106  51], [108  45]]",126,99,108,45,5,59.1725,0.4706,0.4195,0.0049,,,,
"[[142  86], [123  70], [116  63], [111  57], [106  51], [94 45], [100  34]]",142,86,100,34,7,76.3059,0.2,0.4179,0.064,,,,
"[[ 80 132], [ 77 131], [ 65 128], [ 46 133]]",80,132,46,133,4,35.1785,0,0.0827,0.0076,,,,
"[[ 69 119], [ 73 119], [ 91 116], [ 96 113], [110 104], [115 101], [123  98], [125  96], [142  86]]",69,119,142,86,9,81.649,0.5152,0.2163,0.1938,,,,
"[[145 147], [143 150], [119 164], [108 166], [ 94 163], [ 88 150], [ 90 135]]",145,147,90,135,7,86.3392,0.32,0.5028,0.1838,,,,
"[[ 83 117], [ 76 125], [ 64 135], [ 59 136]]",83,117,59,136,4,31.3497,0,0.0133,0.0837,,,,
"[[99 58], [97 73], [100  93], [ 96 113], [ 91 116], [ 85 119], [ 83 121], [ 80 126], [ 77 131]]",99,58,77,131,9,82.7821,0.7879,0.3295,0.23,,,,
"[[122 121], [112 129], [ 99 136], [ 88 150], [ 94 163], [108 166], [119 164], [146 167]]",122,121,146,167,8,112.3577,0.4138,0.7672,0.4862,,,,
"[[93  6], [99  7], [95 38], [96 58], [93 78], [ 94 100], [ 92 119], [ 86 142], [ 94 163], [103 168], [109 161]]",93,6,109,161,11,184.4733,0.878,0.8987,0.859,,,,
"[[ 73 142], [ 80 148], [ 89 161], [ 94 163], [108 166], [119 164], [140 155], [153 152]]",73,142,153,152,8,92.1032,0.3793,0.3139,0.1904,,,,
